	Season	Episode	Category	Q_person	A_person	Q_original	A_original	Q_modified	A_modified	Annotation_1	Annotation_2	Annotation_3	Goldstandard
1088	9	1	1	Ross	Joey	Joey proposed to you?	I can come back.	Joey proposed to you?	I can come back.	5	5	5	5
1089	2	21	2	Chandler	Ross	Hey, you just wanna forget about raquetball and hang out here?	Yeah alright.	Hey, you just wanna forget about raquetball and hang out here?	Alright.	1	1	1	1
1090	8	17	1	Monica	Chandler	Good. (To Chandler) Uh honey, the Miami Vice soundtrack? Really?	They were just giving those away at the store (off Monica’s look) in exchange for money.	Uh honey, the Miami Vice soundtrack? Really?	They were just giving those away at the store in exchange for money.	1	1	1	1
1091	3	14	2	Leslie	Phoebe	Aw come on Phoebe would you just think about it?	Okay. No. But thanks.	Aw come on Phoebe would you just think about it?	Okay. But thanks.	4	1	4	4
1092	4	9	1	Monica	Phoebe	(to Phoebe) Remember that guy from cooking school I told you about that put cilantro with everything?	Oh sure, Cilantro Larry.	Remember that guy from cooking school I told you about that put cilantro with everything?	Oh sure, Cilantro Larry.	1	1	1	1
1093	7	11	2	Aunt Millie	Ross	Isn’t it a beautiful wedding?!	Yes, yes it is. It’s uh… (Aunt Millie uses this opportunity to grab Ross and kiss him on the lips. After she leaves Ross quickly wipes his mouth with a napkin.) Every time on the lips! Why?! Why on lips?!	Isn’t it a beautiful wedding?!	It is. It’s uh…	1	1	1	1
1094	1	11	1	Coma Guy	Phoebe	So, the Etch-a-Sketch is from you guys?	Well, actually it's just from me.	So, the Etch-a-Sketch is from you guys?	Well, actually it's just from me.	2	2	2	2
1095	2	16	1	Joey	Chandler	Can you believe this place?	I know, this is a great apartment.	Can you believe this place?	I know, this is a great apartment.	2	4	2	2
1096	1	2	3	Ross	Carol	Marlon?!	-if it's a boy, Minnie if it's a girl.	You want to name the baby Marlon?!	If it's a boy, Minnie if it's a girl.	3	3	3	3
1097	6	15-16	1	Ross	Rachel	Didn’t you spend last night at Joey’s?	Aw what are you?! A detective?	Didn’t you spend last night at Joey’s?	Aw what are you?! A detective?	1	4	4	4
1098	8	7	2	Rachel	Joey	Joey, are you sure?	Yeah! All right—Look, I know sometimes it’ll be hard, okay? But, it’ll also be really…really great. Please Rachel! I-I-I really want you to stay.	Joey, are you sure?	All right—Look, I know sometimes it’ll be hard, okay? But, it’ll also be really…really great. Please Rachel! I-I-I really want you to stay.	1	1	1	1
1099	7	5	3	Chandler	Rachel	Rach, if you have a crush on this guy, why would you hire him? I mean y’know you can’t date him right?	Oh no, I know that. I know that. Although, we made a joke that we spend so much time together he should call me his work wife.	Rach, y’know you can’t date the guy you hired right?	I know that. I know that. Although, we made a joke that we spend so much time together he should call me his work wife.	1	1	1	1
1100	8	1	1	Phoebe	Rachel	Yeah. That’s fine. That’s fair. Is it Tag?	Phoebe!!	That’s fine. That’s fair. Is it Tag?	Phoebe!!	4	4	5	4
1101	8	8	2	Mona	Ross	You got Rachel pregnant?!	Yes. Yes, yes I did. (To Mona) But-but it was, it was just a one night thing. It meant nothing.	You got Rachel pregnant?!	I did.  But-but it was, it was just a one night thing. It meant nothing.	1	1	1	1
1102	9	17	2	Chandler	Ross	Huh! So that's what I would look like if I worked out... and was being serviced by a policeman. You're not actually going to send these out are ya?	"Eh..actually no, I don't need to because your little ""Ross is dead"" joke didn't work, ok, there were no responses. Nobody posted anything on the website, nobody called my parents, so the joke my friend is on you. Nobody called, nobody wrote anything, nobody cares that I'm dead. (silence) Oh my God! Nobody cares that I'm dead!?"	You're not actually going to send these out are ya?	"Eh.. actually I don't need to because your little ""Ross is dead"" joke didn't work, ok, there were no responses."	2	2	2	2
1103	3	16	2	Phoebe	Monica	Was it not pain-free?	No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.	Was it not pain-free?	It was painful. Oh my God , they should call it Pain-zine, now with a little wax.	2	2	2	2
1104	6	12	1	Monica	Chandler	Do you know what’s a bad idea?	Picking Rachel.	Do you know what’s a bad idea?	Picking Rachel.	1	1	1	1
1105	9	23-24	1	Joey	Charlie	(smiling) Will you wear a thong?	I will if you will.	Will you wear a thong?	I will if you will.	3	3	3	3
1106	5	19	1	Monica	Phoebe	What about these? These look the same?	Definitely!	What about these? These look the same?	Definitely!	1	1	1	1
1107	4	22	1	Joey	Chandler	Whoa-whoa-whoa! Before you start handing out wedding rings and planning bachelor parties, don’t you have to decide who your best man is gonna be?	Oh, it’s awkward. It’s awkward. It’s awkward.	Whoa-whoa-whoa! Before you start handing out wedding rings and planning bachelor parties, don’t you have to decide who your best man is gonna be?	Oh, it’s awkward. It’s awkward. It’s awkward.	4	4	4	4
1108	3	4	3	Chandler	Joey	You think?	Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!	You think I should do that?	Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!	1	1	1	1
1109	1	4	2	Monica	Pizza Guy	(leaping off of the couch and runs up) Wait! Did you say 'G.Stephanopoulos?'	Yeah. This one goes across the street, I must have given him yours. Oh, bonehead, bonehead!	Did you say 'G.Stephanopoulos?'	This one goes across the street, I must have given him yours. Oh, bonehead, bonehead!	1	4	4	4
1110	6	2	1	Phoebe	Rachel	(running out) Wait! Wait! Hi! Listen, Ross can I just talk to you for just a second?	Oh but Phoebe, we’re gonna be late for the movie.	Listen, Ross can I just talk to you for just a second?	Oh but Phoebe, we’re gonna be late for the movie.	2	2	2	2
1111	8	9	1	Monica	Will	(to Will) Wanna give me a hand?	Sure! Monica, I can’t get over how great you look! You look stunning!	Wanna give me a hand?	Sure! Monica, I can’t get over how great you look! You look stunning!	1	1	1	1
1112	1	2	1	Monica	Ross	(trying desperately to change the subject) So, Ross, what's going on with you? Any stories? (Digs her elbow into his hand.) No news, no little anecdotes to share with the folks?	(pulls his hand away) Okay! Okay. (To his parents) Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.	So, Ross, what's going on with you? Any stories? No news, no little anecdotes to share with the folks?	Okay! Okay. Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.	1	1	1	1
1113	1	16	2	Rachel	Ross	Well, isn’t, isn’t that gonna be weird?	No, no. (Distractedly putting on a jacket to go out) I mean, it mighta been at first, but by now I, I think I’m pretty comfortable with the whole situation.	Well, isn’t, isn’t that gonna be weird?	I mean, it mighta been at first, but by now I, I think I’m pretty comfortable with the whole situation.	2	2	2	2
1114	9	9	3	Chandler	Monica	"Don't you think it's better for him to think that you're cheating on me, than for him to think that I'm cheating on him?� (Monica tips her head slightly as if asking ""Did you hear yourself?"")� I heard it."	I don't want him to think that I'm having an affair.	Don't you think it's better for him to think that you're cheating on me, than for him to think that I'm cheating on him?	I don't want him to think that I'm having an affair.	2	4	2	2
1115	8	18	2	Ross	Monica	Uh, yeah, you sure you want to after what happened at their 20th?	Yeah, I’d really like to.	You sure you want to after what happened at their 20th?	I’d really like to.	1	1	1	1
1116	8	16	2	Monica	Chandler	Are you okay? You’ve been acting weird all afternoon.	Yeah, fine. Fine. Not perfect!! But good enough.	Are you okay? You’ve been acting weird all afternoon.	Fine. Fine. Not perfect!! But good enough.	1	1	1	1
1117	4	23	1	Ross	Emily	Postpone it? Emily, do you think Monica realises how much our parents spent on this wedding? Do you my sister’s teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh? (He puts his pants on backwards.) This isn’t right.	I realize that people are going to be disappointed. But, I’m sure they’ll come back when we can do it right.	Postpone it? Emily, do you think Monica realises how much our parents spent on this wedding? Do you my sister’s teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?	I realize that people are going to be disappointed. But, I’m sure they’ll come back when we can do it right.	4	4	4	4
1118	2	1	1	Ross	Chandler	I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?	God?	I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?	God?	1	1	3	1
1119	10	15	2	Chandler	Ross	Is this the best way to use one of your three magic wishes?	I don't know. I could talk to her boss. Yeah! I met him at that Christmas party. We really hit it off.	Is this the best way to use one of your three magic wishes?	I don't know. I could talk to her boss.	4	4	4	4
1120	5	5	2	Ross	Rachel	So, Rach, y'know-y'know how Emily's coming right?	Oh yeah! I know.	So, Rach, y'know-y'know how Emily's coming right?	I know.	1	1	1	1
1121	3	17	2	Joey	Chandler	Relax okay, I-I-I can get this open. Anybody have a coat hanger?	Oh I do! Op, no, wait a minute, I took it out of my shirt when I put it on this morning.	Anybody have a coat hanger?	Oh I do! Op, wait a minute, I took it out of my shirt when I put it on this morning.	2	2	1	2
1122	3	18	1	Phoebe	Joey	(to Joey) You’re Frank’s best man?!	I couldn’t help it, there love is so pure.	You’re Frank’s best man?!	I couldn’t help it, their love is so pure.	1	1	1	1
1123	8	3	2	Dr. Long	Rachel	(entering) Am I interrupting?	Oh no Dr. Long, please come in. This is Ross, he is the father.	Am I interrupting?	Oh, Dr. Long, please come in.	2	2	2	2
1124	6	3	3	Ross	Chandler	(stopping them) Okay-okay! Two very good points, look I’ve known you both a long time, and I’ve never seen either of you one/millionth as happy as you’ve been since you’ve got together. Do you really want to throw that all away over a room? That is so silly. Now wh-what is more important, love or silliness?	Well, we are fond of the silliness, but we also have a soft spot for the love.	Now wh-what is more important, love?	Well, we are fond of the silliness, but we also have a soft spot for the love.	4	4	4	4
1125	3	23	3	Ross	Dr. Rhodes	No?	First of all, it's on your ass.	No? It’s not a third nipple?	First of all, it's on your ass.	2	2	2	2
1126	5	20	3	Rachel	Monica	So all we have is ice?	See if he has ice.	So all we have is ice?	See if Ross has ice.	2	3	2	2
1127	1	19	2	Rachel	Ross	Great! It went great. Really great. Hey, is that wine?	Yeah. You, uh, you want some?	Hey, is that wine?	You, uh, you want some?	1	1	1	1
1128	8	23	1	Janice	Sid	Hi! Hi sweetheart! This is my husband Sid, I don’t think you’ve met him. Ross, Rachel, this is Sid. I nabbed him a year ago at the dermatologist’s office. Thank God for adult acne huh? (Does the laugh.)	I still can’t believe it! I’m the luckiest guy in the world!	I nabbed him a year ago at the dermatologist’s office. Thank God for adult acne huh?	I still can’t believe it! I’m the luckiest guy in the world!	4	4	4	4
1129	8	11	1	Mona	Ross	Oh, I gotta get to work. So call me later?	Uh sure, sure.	So call me later?	Uh sure, sure.	1	1	1	1
1130	7	23	1	Joey	Rachel	(entering) Hey! You guys! Remember that audition I had a while ago and didn’t get the part?	The commercial?	Remember that audition I had a while ago and didn’t get the part?	The commercial?	1	1	3	1
1131	8	12	3	Chandler	Monica	A vending machine?	Don’t feel bad for me! I won like every time!	Your favorite arcade game machine was… A vending machine?	Don’t feel bad for me! I won like every time!	1	1	4	1
1132	2	19	1	Chandler	Eddie	Well, I'm, I'm sorry...[Eddie forces his head in the door] Ahhh. Have we met?	It's Eddie you freak, your roommate.	Have we met?	It's Eddie you freak, your roommate.	1	1	1	1
1133	8	7	2	Mrs. Verhoeven's Daughter	Ross	Are you close with her?	Of course! Uh yeah, she and I would talk all the time in-in (Rachel pokes her head in and starts to look around) the laundry room. (Pushes Rachel out of the way.)	Are you close with her?	Of course! Uh she and I would talk all the time in-in the laundry room.	1	1	1	1
1134	7	24	2	Monica	Richard	Well, it was good to see you too. Did you come down here to tell me that?	Noo! I came down here to tell you something else. I came here to tell you I still love you.	Did you come down here to tell me that?	I came down here to tell you something else. I came here to tell you I still love you.	2	2	2	2
1135	4	16	1	Rachel	Ross	Well, maybe you didn’t want it to end?	What do you mean?	Well, maybe you didn’t want it to end?	What do you mean?	4	4	4	4
1136	2	6	3	Transit Authority Guy	Chandler	He's here. (Chandler and Joey hug each other in relief) I'm assuming one of you is the father.	That's me.	I'm assuming one of you is the father?	That's me.	1	1	1	1
1137	9	14	3	Joey	Ross	Really?	Sure, I mean, do I wish me and Rachel living together would have worked out? Of course. You know, I'm disappointed, but it's not like it's a divorce.	Really? Are you okay?	Sure, I mean, do I wish me and Rachel living together would have worked out? Of course. You know, I'm disappointed, but it's not like it's a divorce.	1	1	1	1
1138	1	4	1	Pizza Guy	Monica	So you guys want me to take this back?	Are you nuts?! We've got George Stephanopoulos' pizza! (Rachel pays him, Monica grabs some binoculars, and runs to the window.)	So you guys want me to take this back?	Are you nuts?! We've got George Stephanopoulos' pizza!	2	2	2	2
1139	8	12	2	Joey's Date	Joey	You mean like from behind?	Yeah. Yeah, that…that’s exactly it. You’re right. Yeah.	You mean like from behind?	That…that’s exactly it.	1	1	1	1
1140	9	6	1	Chandler	Monica	So those were pity laughs? PITY LAUGHS? (Joey and Ross walk away from the kitchen)	Honey, listen... You have nothing to worry about with Geoffrey.	So those were pity laughs? PITY LAUGHS?	Honey, listen... You have nothing to worry about with Geoffrey.	4	5	4	4
1141	10	13	2	Dr. Green	Ross	So what's new with you, uh, knocked up any more of my daughters lately?	Nope, just the one. RACH!	So what's new with you, uh, knocked up any more of my daughters lately?	Just the one. RACH!	2	2	2	2
1142	4	1	1	Rachel	Ross	You just finished?	Well, I wanted to be thorough. I mean this-this is clearly very, very important to you, to us! And so I wanted to read every word carefully, twice!	You just finished?	Well, I wanted to be thorough. I mean this-this is clearly very, very important to you, to us! And so I wanted to read every word carefully, twice!	1	1	2	1
1143	4	2	1	Ross	Joey	So you guys having any luck getting rid of the entertainment center?	Well, there were a couple of calls last night, but ah, I don’t think any of them are gonna work out.	So you guys having any luck getting rid of the entertainment center?	Well, there were a couple of calls last night, but ah, I don’t think any of them are gonna work out.	2	2	2	2
1144	6	2	1	Chandler	Monica	Oh, so that’s this is gonna work now? You’re just gonna order me around all the time?	Pretty much.	Oh, so that’s how this is gonna work now? You’re just gonna order me around all the time?	Pretty much.	1	1	1	1
1145	8	14	1	Rachel	Joey	Yeah, I’ll be fine. But could someone please make sure that sandwich is gone when I get out there?	I’m on it! (Takes a bite out of the sandwich.)	Could someone please make sure that sandwich is gone when I get out there?	I’m on it!	1	1	1	1
1146	7	23	1	Richard	Joey	Hey Joey, could you uh, go through these lines with me? (He’s holding a script.)	Oh man! They-they just redid my make-up!	Hey Joey, could you uh, go through these lines with me?	Oh man! They-they just redid my make-up!	2	2	4	2
1147	8	11	1	Dr. Schiff	Rachel	I’m sorry, is there something going on here?	Do you feel it too?	I’m sorry, is there something going on here?	Do you feel it too?	1	1	1	1
1148	2	9	2	Ross	Mr. Treeger	Excuse me, I'm seizing. Mr. Treeger, here's another 50, happy Hanukkah. Will uh, will this help with the knob getting?	No, the place is not open 'till Tuesday. Am I not saying it right.	Mr. Treeger, here's another 50, happy Hanukkah. Will uh, will this help with the knob getting?	The place is not open 'till Tuesday. Am I not saying it right.	2	2	2	2
1149	7	11	1	Joey	Phoebe	Anything I can do? Whatever you need.	Well—But—Now, if-if you can achieve positronic distillation of sub-atomic particles y’know before he does, then he can come back. (They hug again.)	Anything I can do? Whatever you need.	Well—But—Now, if-if you can achieve positronic distillation of sub-atomic particles y’know before he does, then he can come back.	1	1	2	1
1150	5	19	1	Chandler	Monica	(looking at them) They look great! Does your boyfriend have the best taste or what?	My boyfriend really does have good taste!	Does your boyfriend have the best taste or what?	My boyfriend really does have good taste!	1	1	1	1
1151	8	20	2	Rachel	Phoebe	Oh no? Pheebs? Monica? Do I know anything about babies?	No, not a thing.	Do I know anything about babies?	Not a thing.	2	2	2	2
1152	3	14	1	Monica	Chandler	Oh, can I borrow this? (points to his milk) My milk’s gone bad.	Oh, I hate that. I once had a thing of half and half, stole my car.	Oh, can I borrow this? My milk’s gone bad.	Oh, I hate that.	4	4	5	4
1153	10	12	3	Monica	Phoebe	(Sounds moved) Really?	(Nearly in tears) Please?	Really? You want me to be Crazy Bitch again?	Please?	1	1	1	1
1154	8	23	3	Chandler	Monica	You do?	Yeah, I’ve had them picked out since I was fourteen.	You already know what your kids names are going to be?	I’ve had them picked out since I was fourteen.	1	1	1	1
1155	3	17	1	Carol	Ross	(on phone) Phoebe hang on a second Ross wants to say something. (listens) What? (listens) (to Ross) You slept with someone else?!	We were on a break!!! Okay!! (grabs the phone) We were, we were..., (calms down) yeah. Where are you? I’ll find you. (hangs up)	You slept with someone else?!	We were on a break!!! Okay!!	1	1	1	1
1156	4	16	1	Ross	Rachel	That’s okay, I mean it was just two-week thing anyway, I just didn’t want it to end this way, y’know?	Well, maybe you didn’t want it to end?	That’s okay, I mean it was just two-week thing anyway, I just didn’t want it to end this way, y’know?	Well, maybe you didn’t want it to end?	1	1	1	1
1157	5	12	1	Phoebe	Ross	So are you actually gonna see her again?	I am gonna see her again.	So are you actually gonna see her again?	I am gonna see her again.	1	1	1	1
1158	8	3	1	Joey	Chandler	(whispering to Chandler) You’ll tell me later?	You already know.	You’ll tell me later?	You already know.	2	2	2	2
1159	1	17	3	Nurse	Rachel	Well, you know your insurance will cover that.	(as Monica) Yeah, I know... (mirroring her friend) ..I'm I'm just not that bright either.	Well, you know your insurance will cover that?	I know... I'm I'm just not that bright either.	1	1	1	1
1160	5	23	3	Phoebe	Ross	Kills you?	No. They swoop in and steal your jackpot.	Kills you? A lurker waits for you to give up and then kills you?	They swoop in and steal your jackpot.	2	2	2	2
1161	7	24	1	Ross	Ben	It’s Ben and his Da-Da. Da-Da? Can you say Da-Da? Y’know, you might as well say it because I told your…	Da…Da.	Can you say Da-Da?	Da…Da.	1	1	1	1
1162	9	23-24	2	Rachel	Joey	Oh! (pause) Ok. Ok, you really wanna know who it is?	(eagerly) Yeah, who is that?	Ok, you really wanna know who it is?	Who is that?	1	1	1	1
1163	2	2	1	Joey	Guy	Yeah. Bijan for men?	No thanks.	Bijan for men?	No thanks.	2	2	2	2
1164	7	8	1	Phoebe	Monica	Well, I'm watching it for some friends who went out of town. Wait. (She bends down, picks up the dog, and waves with one of its paws) Hello, my name is Clunkers. May I please stay with you nice people?	Oooh, I wish she could stay here, but Chandler is allergic!	Hello, my name is Clunkers. May I please stay with you nice people?	Oooh, I wish she could stay here, but Chandler is allergic!	2	2	3	2
1165	7	6	2	Chandler	Monica	Well, let’s see… (Finding the picture he wants.) Okay uh, is that her? (Pointing to the picture.)	Oh my God yes! Who is she?	Okay uh, is that her?	Oh my God! Who is she?	4	4	4	4
1166	1	18	2	Monica	Phoebe And Rachel	Ha, ha, very funny, very funny. But I think we'd like to give poker another try. Shall we, ladies?	Yes, we should. I think we should.	I think we'd like to give poker another try. Shall we, ladies?	We should. I think we should.	1	1	1	1
1167	7	12	1	Joey	Ross	(looking through his binoculars at a nearby building) Y’know what else makes you wonder?	Huh?	Y’know what else makes you wonder?	Huh?	2	2	2	2
1168	3	22	1	Tommy	Man	Can-can we take a look at your ticket?	Sure. (Hands him the ticket.)	Can-can we take a look at your ticket?	Sure.	1	1	1	1
1169	2	8	1	Ross	Rachel	Ok, just, just remember how crazy I am about you, ok?	Kind of ditzy? Too into her looks? Spoiled?	Ok, just, just remember how crazy I am about you, ok?	Kind of ditzy? Too into her looks? Spoiled?	5	5	5	5
1170	1	2	2	Rachel	Barry	Oh no. You went on our honeymoon alone?	No. I went with, uh.. Now, this may hurt.	You went on our honeymoon alone?	I went with, uh.. Now, this may hurt.	2	2	2	2
1171	3	12	2	Rachel	Ross	You have a play date with a stripper?!	Ah, yeah, yeah. Umm, we started talking after she y'know, did her thing. And it turns out she's got a boy about Ben's age, so we're taking them to a gym-boree class. Why, is that okay?	You have a play date with a stripper?!	Umm, we started talking after she y'know, did her thing. And it turns out she's got a boy about Ben's age, so we're taking them to a gym-boree class.	1	1	1	1
1172	8	1	1	Chandler	Joey	Great, because my shoes are giving me a little problem on the dance floor, can I borrow the boots from your costume?	Uh, I don’t even really know where I left those. Sorry.	Can I borrow the boots from your costume?	Uh, I don’t even really know where I left those. Sorry.	2	2	2	2
1173	7	9	1	Ross	Phoebe	Pheebs you uh…you do know how to ride a bike don’t you?	Of course!	Pheebs you uh…you do know how to ride a bike don’t you?	Of course!	1	1	1	1
1174	10	11	1	Chandler	Monica	You kissed her that night too?	Two guys in one night? Wow, I thought she became a slut after she got her nose fixed.	You kissed her that night too?	Two guys in one night? Wow, I thought she became a slut after she got her nose fixed.	4	4	1	4
1175	3	7	1	Ross	Rachel	You really serve people sneezers?	Well um, I don’t.	You really serve people sneezers?	Well um, I don’t.	2	2	2	2
1176	3	6	1	Rachel	Monica	Thank you. So how-how ‘bout you, are-are you seeing anybody?	Aww, not right now.	So how-how ‘bout you, are-are you seeing anybody?	Aww, not right now.	2	2	2	2
1177	2	15	3	Monica	Phoebe	Dr. Burke? I don't think so. I mean, like, he's a grown up.	So. You two are totally into each other.	You mean me and Dr. Burke? I mean, like, he's a grown up.	So. You two are totally into each other.	1	1	1	1
1178	4	4	1	Mr. Treeger	Joey	 Can you be my dancing partner?	That’s not, prison lingo, is it?	Can you be my dancing partner?	That’s not, prison lingo, is it?	4	4	4	4
1179	6	11	1	Phoebe	Rachel	A dollar?	And fifty. So it was like one and fifty dollars.	A dollar?	And fifty. So it was like one and fifty dollars.	3	2	3	3
1180	2	1	1	Rachel	Ross	Well, can I talk to you for a sec?	Okay. (goes out onto the balcony)	Well, can I talk to you for a sec?	Okay.	1	1	1	1
1181	3	4	1	Chandler	Rachel	So I'm not, not gonna lose her?	Oooh, honey, you're not a total loser.	So I'm not, not gonna lose her?	Oooh, honey, you're not a total loser.	4	4	2	4
1182	8	19	1	Rachel	Chandler	Oh, come on Joey! You will totally keep it in check this time, and plus y’know the publicity would be really good for your career! And you deserve that! And if you do the interview you can mention, oh I don’t know, gal pal Rachel Green?	Is that gal pal spelled L-O-S-E-R?	And if you do the interview you can mention, oh I don’t know, gal pal Rachel Green?	Is that gal pal spelled L-O-S-E-R?	4	4	4	4
1183	2	17	1	Joey	Chandler	Well OK then. [oven timer goes off behind Chandler] Was that the oven timer?	That's right my friend. It's time for…	Was that the oven timer?	That's right my friend. It's time for…	1	1	1	1
1184	8	14	3	Rachel	Joey	Really?	Absolutely. But, we’re gonna stop by the hospital just to be sure, okay? I’ll page Ross on the way. Come on.	Really? Was it always nothing?	Absolutely. But, we’re gonna stop by the hospital just to be sure, okay? I’ll page Ross on the way. Come on.	1	1	1	1
1185	6	13	2	Monica	Jill	You bought a boat?	Yeah but it wasn’t for me, it was for a friend.	You bought a boat?	It wasn’t for me, it was for a friend.	1	1	1	1
1186	3	9	1	Rachel	Ross	Do you wanna play football?	Um, Monica and I aren’t supposed to play football.	Do you wanna play football?	Um, Monica and I aren’t supposed to play football.	4	2	4	4
1187	10	17-18	1	Phoebe	Ross	What? What are you just gonna walk up to her at the gate? Have you never chased anyone through the airport before?	Not since my cop-show got cancelled.	What? What are you just gonna walk up to her at the gate? Have you never chased anyone through the airport before?	Not since my cop-show got cancelled.	1	1	1	1
1188	1	20	2	Phoebe	Joey	You cook naked?	Yeah, toast, oatmeal... nothing that spatters.	You cook naked?	Toast, oatmeal... nothing that spatters.	3	3	1	3
1189	4	23	3	Rachel	Phoebe	You can?	Yeah. I just need you to bring me some photos of Ross.	You can? You can help me get over Ross?	I just need you to bring me some photos of Ross.	3	3	1	3
1190	3	21	2	Pete	Phoebe	Listen, can you promise me that you won’t tell her though?	Absolutely, oh I promise. Tell her what?	Listen, can you promise me that you won’t tell her though?	Oh, I promise. Tell her what?	1	1	1	1
1191	3	3	1	Joey	Chandler	Well, right after I did that sex study down at NYU. (to Chandler) Hey, Remember that sweater I gave you for your birthday?	And that's how you bought it?	Hey, Remember that sweater I gave you for your birthday?	And that's how you bought it?	1	1	1	1
1192	8	23	2	Man	Man	Oh, let me guess some idiot on a cell phone wasn’t paying attention?	Yeah. Me. (The elevator door opens.) Oh hey, that’s me. (Rolls onto the elevator.) Hey uh, I take it you’re just visiting someone.	Oh, let me guess some idiot on a cell phone wasn’t paying attention?	Me.	1	1	1	1
1193	4	10	1	Rachel	Chandler	Your company has a fine foods division?	It’s a big company, I don’t—if you—I…	Your company has a fine foods division?	It’s a big company, I don’t—if you—I…	1	1	1	1
1194	4	17	1	Chandler	Rachel	Hi! Listen, can we watch cartoons on your television? We need a porn break. We spent the last two hours watching In & Out & In, Again.	Well, so, why don’t you just turn it off?	Hi! Listen, can we watch cartoons on your television? We need a porn break.	Well, so, why don’t you just turn it off?	4	4	4	4
1195	10	2	1	Monica	Chandler	They're in the kitchen getting something to eat. Can you believe how nice they are?	We have to leave!!	Can you believe how nice they are?	We have to leave!!	5	5	5	5
1196	1	14	2	Joey	Chandler	Think it'll work?	No, it's suicide. The man's got an egg.	Think it'll work?	It's suicide. The man's got an egg.	2	4	2	2
1197	8	21	2	Ross	Rachel	(laughs) Why? What, what are you jealous?	Yes! And not because I want you to go out with me, but because I don’t want you to go out with anybody! Okay? I know it’s a terrible thing to even think this, and it’s completely inappropriate, but I want you to be at my constant beck and call 24 hours a day! I’m very sorry, but that is just the way that I feel.	What, are you jealous?	And not because I want you to go out with me, but because I don’t want you to go out with anybody! Okay? I know it’s a terrible thing to even think this, and it’s completely inappropriate, but I want you to be at my constant beck and call 24 hours a day! I’m very sorry, but that is just the way that I feel.	1	1	1	1
1198	6	14	3	Ross	Jill	Wow! Really?!	Totally, I love them! And, maybe you could finish telling me about all the different kinds of sand.	Really?! You would like to see some more of my super-cool slides?	Totally, I love them! I love them!	1	1	1	1
1199	7	6	1	Phoebe	Rachel	Umm, when I get married will you be my maid of honor?	Really?!	Umm, when I get married will you be my maid of honor?	Really?!	4	4	4	4
1200	3	7	2	Joey	Phoebe	Hey, Monica bought a bed from the Mattress King?	Yeah, so please, please, please, don’t say anything to Chandler.	Hey, Monica bought a bed from the Mattress King?	So please, please, please, don’t say anything to Chandler.	1	1	1	1
1201	6	15-16	2	Ross	Chandler	She doesn’t know she was fired yet, does she?	No, the doctors say it may kill her.	She doesn’t know she was fired yet, does she?	The doctors say it may kill her.	2	2	2	2
1202	2	18	1	Chandler	Eddie	Buddy?	My fish, Buddy.	Buddy?	My fish, Buddy.	1	1	1	1
1203	7	5	1	Rachel	Tag	Oh, no sit-ups today Tag?	I just did them.	Oh, no sit-ups today Tag?	I just did them.	1	1	1	1
1204	6	13	2	Ross	Rachel	Did you tell your sister to ask me out?	Well yeah…	Did you tell your sister to ask me out?	Well…	1	4	4	4
1205	7	6	1	Phoebe	Ross	Hey! Do you want do you want a little taste of Pheebs?!	It is time for you to give your maid of honor speech.	Do you want do you want a little taste of Pheebs?!	It is time for you to give your maid of honor speech.	5	2	2	2
1206	1	19	1	Joey	Woman No. 1	Um, sure! Did you, uh, did you try turning the knob back the other way?	Of course.	Did you, uh, did you try turning the knob back the other way?	Of course.	1	1	1	1
1207	8	21	1	Rachel	Katie	So, you had a good day huh? Big commission; picked up a daddy.	Are you okay with this?	So, you had a good day huh? Big commission; picked up a daddy.	Are you okay with this?	5	5	5	5
1208	7	22	1	Policeman	Rachel	You’re not gonna speed anymore right?	I won’t speed.	You’re not gonna speed anymore right?	I won’t speed.	2	1	2	2
1209	6	9	1	Joey	Rachel	Rach, you’re killin’ us here, will ya serve the dessert already? Those drunken dancers are waiting!	(looking at her truffle) Look at it, isn’t it beautiful?	Rach, you’re killin’ us here, will ya serve the dessert already?	Look at it, isn’t it beautiful?	4	4	4	4
1210	1	17	2	Chandler	Ross	(Tapping Ross on his shoulder) So, you feel like a dad yet?	No, why?	So, you feel like a dad yet?	Why?	4	4	4	4
