	Season	Episode	Category	Q_person	A_person	Q_original	A_original	Q_modified	A_modified	Annotation_1	Annotation_2	Annotation_3	Goldstandard
759	3	11	1	Ross	Rachel	(to Rachel) So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?	Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job.	You really think this Mark doesn’t want anything in exchange for helping him?	Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job.	1	1	2	1
760	3	11	1	Rachel	Monica	Oh. (we hear laughing from the upstairs apartment) Oh my God, is that Phoebe?	I guess they’re back from their date.	Oh my God, is that Phoebe?	I guess they’re back from their date.	1	1	1	1
761	3	11	1	Ross	Monica	You go get ‘em. (to Monica) What did I do to you? Did I hurt you in some way?	What?	What did I do to you? Did I hurt you in some way?	What?	4	2	2	2
762	3	11	1	Monica	Ross	Are you crazy?!	Am I! Am I! Am I out of my mind! Am I losing my senses!! This dreamy guy is taking my girlfriend out for a meal.	Are you crazy?!	Am I! Am I! Am I out of my mind! Am I losing my senses!! This dreamy guy is taking my girlfriend out for a meal.	4	4	1	4
763	3	11	1	Chandler	Joey’S Grandmother	Well, it’s, it’s yummy. So Mary-Angela do you like it?	Of course! It’s her favorite.	Well, it’s, it’s yummy. So Mary-Angela do you like it?	Of course! It’s her favorite.	1	1	1	1
764	3	11	1	Chandler	Joey	Y'know what, we should all calm down because your brother’s not going to punch me. (to Joey) Are ya?	Well, that is usually what I would do. But I just never thought you’d be on the receiving end of it. How could you do this?!	Y'know what, we should all calm down because your brother’s not going to punch me. Are ya?	Well, that is usually what I would do. But I just never thought you’d be on the receiving end of it. How could you do this?!	2	2	4	2
765	3	12	1	Ross	Mark	(on phone) Hi, is Rachel there?	And who may I say is calling?	Hi, is Rachel there?	And who may I say is calling?	1	4	4	4
766	3	12	1	Monica	Jeannine	Would you please go?	Night Mon. Night Julio.	Would you please go?	Night Mon. Night Julio.	1	1	1	1
767	3	12	1	Monica	Julio	Have I read it? (pause) No, are you enjoying it?	I thought I would, but the translation's no good.	Have I read it? No, are you enjoying it?	I thought I would, but the translation's no good.	2	2	2	2
768	3	12	1	Ross	Rachel	Ah, yeah, yeah. Umm, we started talking after she y'know, did her thing. And it turns out she's got a boy about Ben's age, so we're taking them to a gym-boree class. Why, is that okay?	Sure, is she married?	Umm, we started talking after she y'know, did her thing. And it turns out she's got a boy about Ben's age, so we're taking them to a gym-boree class. Why, is that okay?	Sure, is she married?	1	1	1	1
769	3	12	1	Chandler	Phoebe	You really think that is what he meant?	Oh, totally. Oh, God, oh, she seemed so happy too.	You really think that is what he meant?	Oh, totally. Oh, God, oh, she seemed so happy too.	1	1	1	1
770	3	12	1	Joey	Director	So, does that mean the audition is off?	Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.	So, does that mean the audition is off?	Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.	2	4	4	4
771	3	12	1	Man	Julio	(entering) Is there a Julio here?	(to him) I am Julio.	Is there a Julio here?	I am Julio.	1	1	1	1
772	3	13	1	Chandler	Phoebe	You mean a three pointer?	Oh, I get more because I’m dainty.	You mean a three pointer?	Oh, I get more because I’m dainty.	4	4	4	4
773	3	13	1	Richard	Monica	So, you wanna get a hamburger or something?	Oh, um, I don’t know if that’s a good idea.	So, you wanna get a hamburger or something?	Oh, um, I don’t know if that’s a good idea.	2	4	2	2
774	3	13	1	Chandler	Ross	Making chocolate milk. Do you want some?	No thanks. I’m 29.	Making chocolate milk. Do you want some?	No thanks. I’m 29.	2	2	2	2
775	3	13	1	Ross	Monica	So, are you gonna see him again?	Tomorrow night.	So, are you gonna see him again?	Tomorrow night.	1	1	1	1
776	3	13	1	Rachel	Joey	Do you have any ice?	Check the freezer. If there’s none in there, then we’re probably out. Are you just getting in from work? It’s late.	Do you have any ice?	Check the freezer. If there’s none in there, then we’re probably out.	3	3	3	3
777	3	13	1	Rachel	Joey	But ah, you’re safe from it if it’s in the freezer?	Well, safer. Y'know, I mean I never start reading The Shining, without making sure we’ve got plenty of room in the freezer, y'know.	But ah, you’re safe from it if it’s in the freezer?	Well, safer. Y'know, I mean I never start reading The Shining, without making sure we’ve got plenty of room in the freezer, y'know.	1	4	4	4
778	3	13	1	Joey	Rachel	Haven’t you ever read the same book over and over again?	Well, umm, I guess I read Little Women more than once. But I mean that’s a classic, what’s so great about The Shining?	Haven’t you ever read the same book over and over again?	Well, umm, I guess I read Little Women more than once.	1	1	1	1
779	3	13	1	Chandler	Robert	(to Robert) So ah, isn’t a bit cold out for shorts?	Well, I’m from California.	So ah, isn’t a bit cold out for shorts?	Well, I’m from California.	2	2	4	2
780	3	13	1	Chandler	Phoebe	(standing up) I’m up! I’m up, I’ve gotten up now! Anybody ah, want anything?	I’ll have coffee.	Anybody ah, want anything?	I’ll have coffee.	1	1	1	1
781	3	13	1	Joey	Chandler	All right I’ll talk in code. (to Ross and Chandler) Remember when the kid sees those two blanks in the hallway?	Hmmm, that’s very cool.	Remember when the kid sees those two blanks in the hallway?	Hmmm, that’s very cool.	1	1	1	1
782	3	13	1	Phoebe	Robert	Yeah, in the back. You want a quarter?	Oh, no thanks. I always carry one in my sock.	You want a quarter?	Oh, no thanks. I always carry one in my sock.	2	2	2	2
783	3	13	1	Joey	Robert	Hey Robert, could you ah, ha, pass me those cookies?	Sure.	Hey Robert, could you ah, ha, pass me those cookies?	Sure.	1	1	1	1
784	3	13	1	Phoebe	Chandler	Listen, Robert’s gonna be here any second so, will one of you just tell him?	We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.	Listen, Robert’s gonna be here any second so, will one of you just tell him?	We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.	2	2	2	2
785	3	13	1	Robert	Phoebe	Oh God! Here we go again. Why does this keep happening to me? (spreads his legs) Is it something I’m putting out there? Is this my fault? Or am I just nuts?	I-I-I-I-I don’t know, I don’t know what to say.	Is it something I’m putting out there? Is this my fault?	I-I-I-I-I don’t know, I don’t know what to say.	4	4	4	4
786	3	13	1	Richard’S Date	Richard	Oh, that’s real pretty. Wait a minute, don’t I get to see the bedroom?	The bedroom. Well it’s pretty much your typical... (opens the door as Monica hides under the covers, and quickly closes the door before his date can see the room.) bedroom.	Wait a minute, don’t I get to see the bedroom?	The bedroom. Well it’s pretty much your typical… bedroom.	4	4	2	4
787	3	13	1	Richard	Monica	You mean like exclusive friends?	Why not?! I mean this has been the most amazing week. Would it be so terrible? Even if we were friends who lived together. Or, maybe someday friends who stood up in front of their other friends, and vowed to be friends forever.	You mean like exclusive friends?	Why not?! I mean this has been the most amazing week. Would it be so terrible? Even if we were friends who lived together. Or, maybe someday friends who stood up in front of their other friends, and vowed to be friends forever.	1	1	1	1
788	3	13	1	Joey	Rachel	Beth, Beth dies?	Um-hmm.	Beth, Beth dies?	Um-hmm.	1	1	1	1
789	3	13	1	Rachel	Joey	Do you want to put the book in the freezer?	(nodding his head) Okay.	Do you want to put the book in the freezer?	Okay.	1	1	1	1
790	3	14	1	Monica	Chandler	Oh, can I borrow this? (points to his milk) My milk’s gone bad.	Oh, I hate that. I once had a thing of half and half, stole my car.	Oh, can I borrow this? My milk’s gone bad.	Oh, I hate that.	4	4	5	4
791	3	14	1	Chandler	Ginger	You’re not, what do you, what do you got a bionic foot?	Some day, maybe.	You’re not, what do you, what do you got a bionic foot?	Some day, maybe.	4	4	4	4
792	3	14	1	Chandler	Monica	Joey told you about the leg, huh?	Uh-huh.	Joey told you about the leg, huh?	Uh-huh.	1	1	1	1
793	3	14	1	Ross	Rachel	Okay, but do you really need another friend? I mean...	Okay, well if I stop playing with Joey and Chandler, can I play with Mark?	Okay, but do you really need another friend?	Okay, well if I stop playing with Joey and Chandler, can I play with Mark?	4	4	4	4
794	3	14	1	Ross	Rachel	Is that funny? Am I supposed to be laughing?	I don’t know, you thought ‘See you Saturday’ was funny. Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.	Is that funny? Am I supposed to be laughing?	I don’t know, you thought ‘See you Saturday’ was funny.	4	4	4	4
795	3	14	1	Joey	Chandler	(to Chandler) Heard about the leg burnin’ huh?	It came up.	Heard about the leg burnin’ huh?	It came up.	1	1	1	1
796	3	15	1	Ross	Monica	Oh what?! Is she gonna cancel on me again?! How can she do this? Doesn’t she know it’s our anniversary?	All right ah, Ross, this is the extent of my knowledge on the subject. (holds up a notepad) Call Rachel.	Is she gonna cancel on me again?! How can she do this? Doesn’t she know it’s our anniversary?	All right ah, Ross, this is the extent of my knowledge on the subject. Call Rachel.	4	4	4	4
797	3	15	1	Ross	Rachel	(stopping grinding) Pepper?	(angrily) None for me.	Pepper?	None for me.	2	2	2	2
798	3	15	1	Ross	Rachel	Come on Rach, you don’t have what, ten minutes?	I don’t have ten minutes!!	Come on Rach, you don’t have what, ten minutes?	I don’t have ten minutes!!	2	2	2	2
799	3	15	1	Ross	Rachel	What? (to Sophie) Sophie, does she have ten minutes?	Hey, Ross!!! I told you I don’t!	Sophie, does she have ten minutes?	Hey, Ross!!! I told you I don’t!	2	2	2	2
800	3	15	1	Ross	Rachel	Is this about Mark?	(shocked) Oh my God.	Is this about Mark?	Oh my God.	4	4	4	4
801	3	15	1	Mischa	Monica	(to Phoebe, very quickly) Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun. (to Monica) So you're a chef?	I’m also thinking about opening up my own restaurant.	So you're a chef?	I’m also thinking about opening up my own restaurant.	1	1	1	1
802	3	15	1	Monica	Phoebe	What do you want me to do? Just sit here silently while you three have a conversation?	That would be great. Thank you.	What do you want me to do? Just sit here silently while you three have a conversation?	That would be great. Thank you.	1	1	1	1
803	3	15	1	Ross	Chandler	Oh come on, we just had this huge fight, all right, don’t I have to wait a while?	Hey, this isn’t like swimming after you eat, pick up the phone!!	Oh come on, we just had this huge fight, all right, don’t I have to wait a while?	Hey, this isn’t like swimming after you eat, pick up the phone!!	2	2	2	2
804	3	15	1	Ross	Rachel	Is that Mark?	Umm, honey, look he just came over to....	Is that Mark?	Umm, honey, look he just came over to....	1	1	1	1
805	3	15	1	Phoebe	Monica	Excuse me, but umm, isn’t he paying for your dinner?	Hey, the man’s dog just died.	Excuse me, but umm, isn’t he paying for your dinner?	Hey, the man’s dog just died.	4	4	4	4
806	3	15	1	Mischa	Monica	(to Monica) I have just resigned my post. Would you care to accompany me to the Rainbow Room? I have diplomatic coupons.	It will be my pleasure. (to Phoebe) My guy has diplomatic coupons. Your guy can’t even say coupons. (they leave)	Would you care to accompany me to the Rainbow Room? I have diplomatic coupons.	It will be my pleasure.	1	1	1	1
807	3	16	1	Joey	Chandler	You think I need a new walk?	What?	You think I need a new walk?	What?	4	4	4	4
808	3	16	1	Monica	Phoebe	Yes! Have you seen it?	Oh, it’s incredible! I so want to be a Waxine girl.	Have you seen it?	Oh, it’s incredible! I so want to be a Waxine girl.	1	1	1	1
809	3	16	1	Joey	Ross	Yeah. We figured when we couldn’t find you, you’d gone home to make up with Rachel. Which is probably what you shoulda done. Huh?	You think?! God, I, ah, I’m in hell. I mean what, what am I gonna do? Rachel’s all like, ‘I love you and, and let’s work on this.’ And all I can think about is, ‘What is she gonna do? What is she gonna say?’ when I tell her what I did.	We figured when we couldn’t find you, you’d gone home to make up with Rachel. Which is probably what you shoulda done. Huh?	You think?! God, I, ah, I’m in hell. I mean what, what am I gonna do? Rachel’s all like, ‘I love you and, and let’s work on this.’ And all I can think about is, ‘What is she gonna do? What is she gonna say?’ when I tell her what I did.	1	4	4	4
810	3	16	1	Joey	Ross	All right, okay, now, we just have to make sure she doesn’t find out some other way. (spins the chair around so that Ross is facing him) Did you think about the trail?	What trail?	All right, okay, now, we just have to make sure she doesn’t find out some other way. Did you think about the trail?	What trail?	2	2	4	2
811	3	16	1	Chloe	Ross	Is this about me taking your watch?	You took my watch?	Is this about me taking your watch?	You took my watch?	2	2	2	2
812	3	16	1	Ross	Chloe	You took my watch?	I’m sorry, I do that.	You took my watch?	I’m sorry, I do that.	1	1	1	1
813	3	16	1	Ross	Chloe	Exactly. So you didn’t, didn’t mention anything to Issac right?	Oh, well I tell Issac everything.	So you didn’t, didn’t mention anything to Issac right?	Oh, well I tell Issac everything.	1	1	2	1
814	3	16	1	Ross	Issac	Yeah. Listen, can you keep this information to yourself?	Aw, no problem dude. Y'know we got to look out for each other. We’re the same, you and me.	Listen, can you keep this information to yourself?	Aw, no problem dude. Y'know we got to look out for each other. We’re the same, you and me.	1	1	1	1
815	3	16	1	Joey	Phoebe	Okay, fine, so now what, I just pull it off?	Uh-huh.	Okay, fine, so now what, I just pull it off?	Uh-huh.	1	1	1	1
816	3	16	1	Rachel	Ross	Good different?	Nobody likes change.	Good different?	Nobody likes change.	2	2	2	2
817	3	16	1	Rachel	Ross	Whoa!! Whoa, whoa, wait a minute. What time did your little friend leave? (Ross can’t answer that) Oh my God. She was there? She was still there? She was in there, when I was in there?!	Listen. Oh hey, hey, the important thing was that she meant, she meant nothing to me!	Oh my God. She was there? She was still there? She was in there, when I was in there?!	Listen. Oh hey, hey, the important thing was that she meant, she meant nothing to me!	4	1	4	4
818	3	16	1	Rachel	Ross	You think you’re gonna get out of this on a technicality?	Look, I’m not trying to get out of anything, okay. I thought our relationship was dead!	You think you’re gonna get out of this on a technicality?	Look, I’m not trying to get out of anything, okay. I thought our relationship was dead!	2	2	2	2
819	3	16	1	Ross	Rachel	Don’t you realise none of this would’ve ever happened if I didn’t think at that same moment you weren’t having sex with Mark?	All right. Let’s say I had slept with Mark. Would you have been able to forgive me?	Don’t you realise none of this would’ve ever happened if I didn’t think at that same moment you weren’t having sex with Mark?	Let’s say I had slept with Mark. Would you have been able to forgive me?	4	4	4	4
820	3	17	1	Joey	Chandler	Can I see the comics?	This is the New York Times.	Can I see the comics?	This is the New York Times.	4	4	4	4
821	3	17	1	Monica	Chandler	Guys. I thought you were taking Ross to the game?	We are. He’s meeting us here.	Guys. I thought you were taking Ross to the game?	We are. He’s meeting us here.	1	1	1	1
822	3	17	1	Joey	Rachel	Rach, it’s, it’s ah, it’s not that we don’t want to, really. (quietly) Are we talking models in their underwear?	And heels.	Are we talking models in their underwear?	And heels.	1	1	1	1
823	3	17	1	Joey	Chandler	You’re smoking again?!	Well, actually, yesterday I was smoking again. Today, I’m, I’m smoking still.	You’re smoking again?!	Well, actually, yesterday I was smoking again. Today, I’m, I’m smoking still.	1	1	1	1
824	3	17	1	Joey	Monica	(to Chandler and Monica) Hey, does anybody else feel bad about Ross?	Why? Do you think he’s still mad at us?	Hey, does anybody else feel bad about Ross?	Why? Do you think he’s still mad at us?	3	4	3	3
825	3	17	1	Monica	Chandler	Why? Do you think he’s still mad at us?	(to Joey) Well he’s probably mad after you called him this morning to borrow his goggles.	Do you think he’s still mad at us?	Well he’s probably mad after you called him this morning to borrow his goggles.	1	1	1	1
826	3	17	1	Ross	Carol	Oh! I thought you guys got married in uh, January?	It’s not that kind of anniversary.	Oh! I thought you guys got married in uh, January?	It’s not that kind of anniversary.	4	4	4	4
827	3	17	1	Carol	Ross	(on phone) Phoebe hang on a second Ross wants to say something. (listens) What? (listens) (to Ross) You slept with someone else?!	We were on a break!!! Okay!! (grabs the phone) We were, we were..., (calms down) yeah. Where are you? I’ll find you. (hangs up)	You slept with someone else?!	We were on a break!!! Okay!!	1	1	1	1
828	3	17	1	Carol	Ross	You slept with another woman?	Oh, you-you’re-you’re one to talk.	You slept with another woman?	Oh, you-you’re-you’re one to talk.	1	1	1	1
829	3	17	1	Phoebe	Chandler	(to Chandler and Monica) You guys, what, what do we do about Ross who drove all the way up here? What do we do? Just like send him back and we’re then gonna go skiing?	Oh, this is horrible, it’s just horrible.	You guys, what, what do we do about Ross who drove all the way up here? What do we do? Just like send him back and we’re then gonna go skiing?	Oh, this is horrible, it’s just horrible.	4	4	4	4
830	3	17	1	Joey	Monica	Guys, do you think we should ask Ross to come along?	I know, what about Rachel? I mean how are we even gonna ask her?	Guys, do you think we should ask Ross to come along?	I know, what about Rachel? I mean how are we even gonna ask her?	4	4	4	4
831	3	17	1	Ross	Rachel	(sarcastic) Oh please, can’t I come to your special, magical cabin?	Why would you even want to come Ross? You’re a horrible skier.	Oh please, can’t I come to your special, magical cabin?	Why would you even want to come Ross? You’re a horrible skier.	4	4	4	4
832	3	17	1	Ross	Carol	Yeah, well it came to about $112, but what the hell, just call it an even 110?	Okay, I’ll pay you tomorrow. (pushes him out the door)	Yeah, well it came to about $112, but what the hell, just call it an even 110?	Okay, I’ll pay you tomorrow.	1	1	1	1
833	3	18	1	Frank	Phoebe	Oh, I knew you’d be so cool about this. All right, ah, hey, do you want to meet her?	Do I?	Oh, I knew you’d be so cool about this. All right, ah, hey, do you want to meet her?	Do I?	4	4	4	4
834	3	18	1	Monica	Phoebe	Yeah, ah, but Pheebs don’t you think he’s a little young to get married?	What, he’s 18.	Yeah, ah, but Pheebs don’t you think he’s a little young to get married?	What, he’s 18.	2	2	4	2
835	3	18	1	Phoebe	Frank	Wow, kids. Frank, are you sure you’re ready for that?	I mean, how hard can it be? Y'know, I mean, y'know, babies, y'know who doesn’t want babies right? And besides y'know, I never had a Dad around, and ah, now-now I always will, ‘cause y'know, it’ll be me. Right?	Wow, kids. Frank, are you sure you’re ready for that?	I mean, how hard can it be? Y'know, I mean, y'know, babies, y'know who doesn’t want babies right? And besides y'know, I never had a Dad around, and ah, now-now I always will, ‘cause y'know, it’ll be me.	1	1	1	1
836	3	18	1	Monica	Pete	Haven’t you and I covered that topic?	Hmm, come on, you just said to her that you….	Haven’t you and I covered that topic?	Hmm, come on, you just said to her that you….	4	4	4	4
837	3	18	1	Pete	Rachel	Well, if that were true, I’d dating my Aunt Ruth. And the two times we went out were just plain awkward. (to Rachel) Come on, you think she should go out with me, don’t you?	(laughs) Well, I mean, are you sure you want to go out with her? I mean that ain’t a pretty picture in the morning, y’know what I mean. That wig all in disarray, and boobs flung over the night stand, y'know.	Come on, you think she should go out with me, don’t you?	Well, I mean, are you sure you want to go out with her? I mean that ain’t a pretty picture in the morning, y’know what I mean. That wig all in disarray, and boobs flung over the night stand, y'know.	4	4	4	4
838	3	18	1	Chandler	Monica	(reading the check) Pete Becker. Pete… (quickly grabs a magazine and opens it up to show her a picture) (pointing to the picture) Is this him?	That’s Bill Clinton.	Pete Becker. Pete... Is this him?	That’s Bill Clinton.	2	2	2	2
839	3	18	1	Frank	Joey	What, you don’t think I know that?	Look, the point is, there’s a lot of women out there you haven’t even had sex with yet!	What, you don’t think I know that?	Look, the point is, there’s a lot of women out there you haven’t even had sex with yet!	4	4	4	4
840	3	18	1	Phoebe	Joey	(to Joey) You’re Frank’s best man?!	I couldn’t help it, there love is so pure.	You’re Frank’s best man?!	I couldn’t help it, their love is so pure.	1	1	1	1
841	3	18	1	Monica	Pete	You’re supposed to double the tax. Not double the tax of Romania. I mean, what’s-what’s the deal? Are you, are you trying to buy me? Is this the way you get girls to go out with you?	(turns off the TV) You’re taking this all wrong. Because, if I didn’t leave you that tip, you wouldn’t of come down here, we wouldn’t be having this argument, and there wouldn’t be this ah, heat between us.	Are you, are you trying to buy me? Is this the way you get girls to go out with you?	You’re taking this all wrong. Because, if I didn’t leave you that tip, you wouldn’t have come down here, we wouldn’t be having this argument, and there wouldn’t be this ah, heat between us.	2	2	2	2
842	3	18	1	Frank	Phoebe	Wait a minute, wait, this is because of you?	Okay.	Wait a minute, wait, this is because of you?	Okay.	4	4	1	4
843	3	18	1	Pete	Monica	Hey, you like pizza?	Oh, that’s sounds great.	Hey, you like pizza?	Oh, that’s sounds great.	1	1	1	1
844	3	18	1	Monica	Pete	Oh come on, it’s only fair, you paid for the flight. Now is, is that enough lire?	Ahh, I’d throw another thousand on that.	Now is, is that enough lire?	Ahh, I’d throw another thousand on that.	2	2	2	2
845	3	19	1	Pete	Monica	(to Monica, by the door) So ah, we on for tomorrow?	Absolutely! (He goes to kiss her, but she stops him and rubs his head and says...) Now get out of here you!! (Pete leaves) (to the gang) Okay, I’m running out of places I can touch him! Look, is there something wrong with me? I mean why am I only attracted to guys where there’s no future? Either they’re too old, or they’re too young, and then there’s Pete who’s-who’s crazy about me, and who’s absolutely perfect for me, and there’s like zip going on! I mean, seriously, does it sound like something’s wrong with me?!	So ah, we on for tomorrow?	Absolutely! Now get out of here you!!	1	1	1	1
846	3	19	1	Pete	Monica	(to Monica) Hey, can I ask you something?	Sure.	Hey, can I ask you something?	Sure.	1	1	1	1
847	3	19	1	Ross	Rachel	Yeah, I-I really do. (takes a dinosaur mug out of the box) Hey! This-this was a gift?!	Ross, you got that for free from the museum gift shop.	Hey! This-this was a gift?!	Ross, you got that for free from the museum gift shop.	4	4	1	4
848	3	19	1	Joey	Pete	Oh, and Mississ-Pete is?	I got to go, so ah, I’ll see you guys later.	Oh, and Mississ-Pete is?	I got to go, so ah, I’ll see you guys later.	5	5	5	5
849	3	19	1	Chandler	Ross	I can blow dry it. I can put gel on it. It doesn’t matter, I still wind up with this little (pats the flat spot on the back of his head) cowlicky thing on the middle part of my head. It’s so annoying. Does it bug you?	You bug me.	I can blow dry it. I can put gel on it. It doesn’t matter, I still wind up with this little cowlicky thing on the middle part of my head. It’s so annoying. Does it bug you?	You bug me.	2	2	2	2
850	3	19	1	Joey	Chandler	Hey, Chandler, can we please stay focused on my problem here?! Y'know?	I’m talking about you. You big, big freak.	Hey, Chandler, can we please stay focused on my problem here?! Y'know?	I’m talking about you. You big, big freak.	1	1	4	1
851	3	19	1	Kate	Joey	(she giggles) I’m probably gonna need those. Huh? (she giggles some more)	Hey, listen you ah....	I’m probably gonna need those. Huh?	Hey, listen you ah....	4	5	5	5
852	3	19	1	Kate	Joey	No, that’s not it. So, you’re a soap actor? Well this must be pretty exciting for you to be in a real play, hmm?	Hey, I’ve done plays before. I’m a serious actor.	Well this must be pretty exciting for you to be in a real play, hmm?	Hey, I’ve done plays before. I’m a serious actor.	4	2	2	2
853	3	19	1	Kate	Joey	Happy?! Is that what I’m supposed to be Vic? Happy?	Well, why don’t you tell me what you’re supposed to be! Huh? Because I sure as hell can’t figure it out! I talk to you and nothin’. You look at me, and it’s nothin’. (He kisses her) Nothing.	Happy?! Is that what I’m supposed to be Vic? Happy?	Well, why don’t you tell me what you’re supposed to be! Huh? Because I sure as hell can’t figure it out! I talk to you and nothin’. You look at me, and it’s nothin’. Nothing.	4	4	4	4
854	3	19	1	Joey	Kate	...feel like getting a cup of coffee?	Umm.	...feel like getting a cup of coffee?	Umm.	4	4	4	4
855	3	19	1	Pete	Monica	Oh, yeah. Wasn’t that like a year ago?	So I did tell you. Okay, y'know, that really isn’t the thing. Umm, the thing is that, right now I’m just in a place in my life where I need to focus on me. Y'know what I mean?	Wasn’t that like a year ago?	So I did tell you. Okay, y'know, that really isn’t the thing. Umm, the thing is that, right now I’m just in a place in my life where I need to focus on me. Y'know what I mean?	1	1	1	1
856	3	20	1	Monica	Ross And Rachel	Hey, guys, guys, did you see my new, china cabinet?!	Uh-huh.	Hey, guys, guys, did you see my new, china cabinet?!	Uh-huh.	1	1	1	1
857	3	20	1	Joanna	Rachel	Oh God, we just clicked! Y’know how people just click? Like he came by to pick me up, and I opened the door, and it was just like, click! Did he tell you?	Oh, I....	Oh God, we just clicked! Y’know how people just click? Like he came by to pick me up, and I opened the door, and it was just like, click! Did he tell you?	Oh, I....	4	4	4	4
858	3	20	1	Kate	Joey	I don’t care. Why, do you want me to care?	Do you want me to want you to care?	I don’t care. Why, do you want me to care?	Do you want me to want you to care?	4	4	4	4
859	3	20	1	Joey	Kate	Do you want me to want you to care?	Do you?	Do you want me to want you to care?	Do you?	4	4	4	4
860	3	20	1	Kate	Joey	Do you?	What?	Do you?	What?	4	4	4	4
861	3	20	1	Lauren	Joey	(to Joey) Hey! So since we’re getting off early, do you want to go and paint mugs?	What?	So since we’re getting off early, do you want to go and paint mugs?	What?	4	4	4	4
862	3	20	1	Monica	Joey	Wow, you’re really crazy about her, huh?	Oh, you have no idea. And-and when we’re on stage I get to-to kiss her and-and touch her, but then she goes home with the director, and it’s like somebody’s ripping out my heart!	Wow, you’re really crazy about her, huh?	Oh, you have no idea. And-and when we’re on stage I get to-to kiss her and-and touch her, but then she goes home with the director, and it’s like somebody’s ripping out my heart!	1	1	1	1
863	3	20	1	Monica	Ross	Oh, she was a cruel, cranky, old bitch! (Ross gives her a look) (to Ross) And I’m sorry she died. Did Dad say I get the dollhouse?	You get the dollhouse.	Did Dad say I get the dollhouse?	You get the dollhouse.	1	1	1	1
864	3	20	1	Rachel	Joanna	Well, I’ll ask him for you, if you want me too?	Would you? Or, is it just to sad and desperate, and y'know something that Sophie would do?	Well, I’ll ask him for you, if you want me to?	Would you? Or, is it just to sad and desperate, and y'know something that Sophie would do?	1	1	1	1
865	3	20	1	Phoebe	Ross	Hey, does anybody want to join me in the aroma room? (lights some incense)	I would!	Hey, does anybody want to join me in the aroma room?	I would!	1	1	1	1
866	3	20	1	Joanna	Rachel	Oh, and he’s got such a good heart! Doesn’t he have a good heart?	Oh, I know…	Oh, and he’s got such a good heart! Doesn’t he have a good heart?	Oh, I know…	1	1	1	1
867	3	20	1	Sophie	Joanna	Isn’t this great?!	Don’t spoil it.	Isn’t this great?!	Don’t spoil it.	1	1	1	1
868	3	20	1	Rachel	Chandler	You can’t just say, ‘Nice to meet you, good night?’	To her face? Look it’s the end of the date, I’m standing there, I know all she’s waiting for is for me to say ‘I’ll call her’ and it’s just y'know, comes out. I can’t help it, it’s a compulsion.	You can’t just say, ‘Nice to meet you, good night’?	To her face? Look it’s the end of the date, I’m standing there, I know all she’s waiting for is for me to say ‘I’ll call her’ and it’s just y'know, comes out. I can’t help it, it’s a compulsion.	2	2	2	2
869	3	20	1	Monica	Rachel	Come on Rach, when a guy says he’s going to call, it doesn’t mean he’s going to call. Hasn’t it ever happened to you?	Well, they always called.	Come on Rach, when a guy says he’s going to call, it doesn’t mean he’s going to call. Hasn’t it ever happened to you?	Well, they always called.	2	2	2	2
870	3	20	1	Joey	Kate	So I ah, talked to Lauren, kinda told her how things were with us. Did you ah, did you talk to Marshall?	About what?	So I ah, talked to Lauren, kinda told her how things were with us. Did you ah, did you talk to Marshall?	About what?	4	4	2	4
871	3	20	1	Kate	Joey	Nooo. And there’s really no reason he should find out, so ah let’s not make a big deal about it, okay?	What are you talking about? It was a big deal. I mean, come on you can’t tell me last night didn’t mean something to you. I-I was there, you’re not that good an actress.	And there’s really no reason he should find out, so ah let’s not make a big deal about it, okay?	What are you talking about? It was a big deal. I mean, come on you can’t tell me last night didn’t mean something to you. I-I was there, you’re not that good an actress.	2	2	2	2
872	3	20	1	Phoebe	Monica	All right. Did everyone get out okay?	Well, the giraffe’s okay. And so is the pirate.	Did everyone get out okay?	Well, the giraffe’s okay. And so is the pirate.	4	4	4	4
873	3	20	1	Joanna	Rachel	Great! I’m looking forward to it. Rachel, any messages?	Sophie’s desk.	Rachel, any messages?	Sophie’s desk.	1	1	1	1
874	3	21	1	Monica	Phoebe	Does it involve clogs?	Oh, wait, wait. Clogs, or claws?	Does it involve clogs?	Oh, wait, wait. Clogs, or claws?	3	3	4	3
875	3	21	1	Rachel	Ross	Oh wait, Ross, would you just stay and help me get dressed?	(checks his watch) Sure, okay.	Oh wait, Ross, would you just stay and help me get dressed?	Sure, okay.	1	1	1	1
876	3	21	1	Rachel	Ross	Yeah. Oh! Was how you invented the cotton gin?!	Okay, good bye! (leaves)	Oh! Was how you invented the cotton gin?!	Okay, good bye!	5	5	4	5
877	3	21	1	Joey	Phoebe	It’s cute, huh?	Whoa-whoa-whoa, you guys, do you know anything about chicks?	It’s cute, huh?	Whoa-whoa-whoa, you guys, do you know anything about chicks?	4	4	4	4
