	Season	Episode	Category	Q_person	A_person	Q_original	A_original	Q_modified	A_modified	Annotation_1	Annotation_2	Annotation_3	Goldstandard
121	5	16	2	Monica	Joey	Are you saying I smell bad?	No! No, you smell like a meadow. (Pause.) I'm sorry. (Runs to the bathroom.)	Are you saying I smell bad?	You smell like a meadow.	2	4	2	2
122	8	16	3	Chandler	Monica	You don’t?	No. I don’t think that you and I were destined to end up together. I think that we fell in love and work hard at our relationship. Some days we work really hard.	You don’t believe in soul mates?	I don’t think that you and I were destined to end up together. I think that we fell in love and work hard at our relationship. Some days we work really hard.	2	2	2	2
123	2	7	1	Ross	Rachel	You're over me?	Ohhhhhhhh God. [climbs off his back]	You're over me?	Ohhhhhhhh God.	4	4	4	4
124	6	24	2	Chandler	Monica	Yes! Yes! I’m good! Are you good? Are you good? Is everything—are you—are you perrr-perfect?!	Yeah. I’m okay. I’m actually—I’m a little cold, can I have your jacket?	Are you good?	I’m actually—I’m a little cold, can I have your jacket?	2	2	2	2
125	7	13	2	Rachel	Joey	(grabbing her coat) Okay? You ready?	Yeah, I… (Shuts off the TV.) I don’t want Stevie to see her like this.	Okay? You ready?	I… I don’t want Stevie to see her like this.	4	4	4	4
126	10	15	1	Ross	Rachel	Yeah, yeah! (they hug) You sure this is what you want?	I think it is. (Ross looks very sad. Phoebe and Joey enter.)	You sure this is what you want?	I think it is.	1	1	1	1
127	7	3	3	Phoebe	Monica	Really?!	Yeah! I bet I can do it.	Really?! You think you can figure out the recipe from this cookie?!	I bet I can do it.	1	1	1	1
128	6	19	1	Rachel	Eldad	I… Am I the only one that this is embarrassing for?	I’m a little embarrassed. (Chandler shushes him.)	Am I the only one that this is embarrassing for?	I’m a little embarrassed.	2	2	2	2
129	5	17	1	Monica	Chandler	You better believe he's tired, after the day we had! If you know what I mean. You know what I mean?	Honey, the tortilla chips know what you mean.	You know what I mean?	Honey, the tortilla chips know what you mean.	1	1	1	1
130	2	11	1	Phoebe	Mr A	Yeah. Ok, you don't have to believe me but um, can you think of any unfinished business she might have had, like any reason she'd be hanging around?	Well, I don't know what to tell you dear. The only thing I can think of is that she always used to say that before she died, she wanted to see everything.	Ok, you don't have to believe me but um, can you think of any unfinished business she might have had, like any reason she'd be hanging around?	Well, I don't know what to tell you dear. The only thing I can think of is that she always used to say that before she died, she wanted to see everything.	4	1	1	1
131	7	18	2	Rachel	Joey	Do you really want an award you didn’t win?	No! I want an award I did win! But nobody’s giving me any of those! Plus—Hey Rach, if-if I put it up there (Points to the TV) right? When people come over they’ll see it and they’ll think I won it.	Do you really want an award you didn’t win?	I want an award I did win!	2	2	2	2
132	7	11	1	Rachel	Chandler	Oh, what are you going to do?! Are you gonna go run tell Monica?! Are you gonna tell Joey?! No! Because then you will have to tell them what we did! We are desert stealers! We are living outside the law!	Y’know what? I don’t trust you with this cake anymore! And I got it first, and I’m takin’ it back! (Grabs the cheesecake and heads for his apartment.)	Oh, what are you going to do?! Are you gonna go run tell Monica?! Are you gonna tell Joey?!	Y’know what? I don’t trust you with this cake anymore! And I got it first, and I’m takin’ it back!	4	5	4	4
133	8	10	1	The Teacher	Phoebe	Are you with one of the students?	Uh-huh, I’m with Ben.	Are you with one of the students?	Uh-huh, I’m with Ben.	1	1	1	1
134	2	1	2	Ross	Rachel	Hey, Rach, can I get some coffee?	Yeah, sure.	Hey, Rach, can I get some coffee?	Sure.	1	1	1	1
135	7	11	1	Joey	Phoebe	Y’know-y’know what I really want?	What?	Y’know-y’know what I really want?	What?	2	2	2	2
136	5	5	2	Ross	Monica	Is Rachel here? I gotta talk to her.	No, she's out shopping.	Is Rachel here? I gotta talk to her.	She's out shopping.	2	2	2	2
137	9	12	1	Mike	Phoebe	What, is he your pet rat?	Well not so much a pet as, you know, an occasional visitor who I put food out for, you know. Kinda like Santa. Except Santa doesn't poop on the plate of cookies.	What, is he your pet rat?	Well not so much a pet as, you know, an occasional visitor who I put food out for, you know. Kinda like Santa. Except Santa doesn't poop on the plate of cookies.	4	2	4	4
138	2	1	2	Julie	Phoebe	I was thinking of doing it a little shorter, you know, like Andie McDowell's new haircut?	Oh yeah!  Oh, I can do that.	I was thinking of doing it a little shorter, you know, like Andie McDowell's new haircut?	Oh!  Oh, I can do that.	1	1	1	1
139	9	21	1	Monica	Rachel	Do you wanna go hunting?	Well, I would like to have the option!!	Do you wanna go hunting?	Well, I would like to have the option!!	4	4	2	4
140	9	1	1	Monica	Mr. Geller	Hi Dad! I can still call you that right?	Of course. I’ll always be your dad.	Hi Dad! I can still call you that right?	Of course. I’ll always be your dad.	1	1	1	1
141	9	9	3	Rachel	Phoebe	I don't know.� Do I have to decide right now?	Well, you kind of just did.� That guy is going to call you tonight.� Ross is going to pick up the phone and that's a pretty clear message.	Do I have to decide right now?	Well, you kind of just did.	4	4	4	4
142	5	18	1	Joey	Ross	That's great. Listen, wouldn't it be great though if I got to play Ben's dad?	Joey, you look nothing like Ben.	Listen, wouldn't it be great though if I got to play Ben's dad?	Joey, you look nothing like Ben.	4	2	4	4
143	9	1	1	Monica	Chandler	It wasn’t fun?!	(To Monica) Why? Why-why-would you—Wh-why… (To Mr. Geller) Look, I just don’t want you to think that we’re animals who do it whenever we want.	It wasn’t fun?!	Why? Why-why-would you—Wh-why…	4	4	4	4
144	4	19	1	Ross	Emily	Yeah, I know, so what? I mean, who’s-who’s to say? Does that me we-we can’t do it? Look, huh, I was with Carol for four years before we got married and I wound up divorced from a pregnant lesbian. I mean, this, this makes sense for us. Come on! I mean, on our first date we ended up spending the whole weekend in Vermont! I mean, last night I got my ear pierced! Me! This feels right. Doesn’t it?	My parents are going to be really mad.	This feels right. Doesn’t it?	My parents are going to be really mad.	4	4	4	4
145	5	15	2	Ross	Phoebe	You chipped in?!	Yeah, uh-huh, a 100 dollars.	You chipped in?!	Uh-huh, a 100 dollars.	1	1	1	1
146	4	6	3	Monica	Phoebe	Really? Cause I'd need like $500 for all the food and the supplies and stuff.	Okay! It's worth it, if it will get you moving. You haven't worked in months.	Really? You’ll lend me the money?	Okay! It's worth it, if it will get you moving. You haven't worked in months.	1	1	1	1
147	8	11	1	Ross	Joey	Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?	Oh uh, ordinarily I would love too, but I am just swamped right now. (Brushes something off of his shirt and looks around, but doesn’t move from his chair.)	Joey, do you want to check out pictures of me and Mona ice skating?	Oh uh, ordinarily I would love too, but I am just swamped right now.	2	2	3	2
148	8	3	2	Phoebe	Ross	Did Rachel find you?	No why?	Did Rachel find you?	Why?	4	4	4	4
149	1	7	1	Rachel	Ross	You do?	I do.	You do?	I do.	1	1	1	1
150	1	13	3	Monica	Ross	Oh! So you think I'm a failure!	Nonono, thatthat's not what I was saying…	Oh! So you think I'm a failure?!	Thatthat's not what I was saying…	2	2	2	2
151	4	16	2	Rachel	Ross	Is there room on that step for a pathetic loser?	Yeah, have a seat.	Is there room on that step for a pathetic loser?	Have a seat.	1	1	1	1
152	4	12	1	Monica	Rachel	You guys! Do you realize that any minute now, Phoebe can be pregnant?	I know! I know, it’s such a huge, life-altering thing.	You guys! Do you realize that any minute now, Phoebe can be pregnant?	I know! I know, it’s such a huge, life-altering thing.	1	1	1	1
153	8	14	2	Chandler	Joey	Are you okay?	Are you kidding me? I’m great! Yeah, I’m uh; I’m better than great. I am good. And now that she’s gone, I can uh, I can do all this stuff around here that I couldn’t do before. Y’know? Like umm, I can walk around naked again. Y’know? I can uh, I can watch porn in the living room. Right? This is uh, this is good for me. Y’know? I like being on my own, I’m uh, better off this way. I’m uh, a lone wolf. Y’know? A loner. Alone. All alone. Forever. What’s a wolf got to do to get a huh around here?! (Chandler rushes over and hugs him.)	Are you okay?	Are you kidding me? I’m great! I’m uh; I’m better than great. I am good.	1	1	1	1
154	2	14	1	Interviewer	Monica	You gonna slice them up real nice?	Actually, I was gonna do them jullienne.	You gonna slice them up real nice?	Actually, I was gonna do them jullienne.	2	2	2	2
155	9	22	1	Zack	Monica & Chandler	Ok listen, you guys have shown a lot of interest in me tonight and I'm flattered and... and quite frankly a little frightened. Can we just talk about something else?	Sure! Alright...	Can we just talk about something else?	Sure! Alright...	1	1	1	1
156	6	4	1	Ross	All	Hey uh, well, today’s my first lecture and I kinda wanted to try it out on you guys, do you, do you mind?	Oh that’d be great. Sure!	Hey uh, well, today’s my first lecture and I kinda wanted to try it out on you guys, do you, do you mind?	Oh that’d be great. Sure!	2	2	2	2
157	1	3	2	Joey	Phoebe	Y'okay, Phoebe?	Yeah- no- I'm just- it's, I haven't worked- It's my bank.	Y'okay, Phoebe?	I'm just- it's, I haven't worked- It's my bank.	2	2	2	2
158	1	20	3	Rachel	Chandler	Get down?	...And boogie!	You are saying I should get down?	...And boogie!	1	1	1	1
159	6	3	1	Monica	Chandler	Okay listen, y’know when you move in Rachel’s room is gonna be empty, you wanna talk about what we want to do with it?	Sure!	Okay listen, y’know when you move in Rachel’s room is gonna be empty, you wanna talk about what we want to do with it?	Sure!	1	1	1	1
160	3	20	2	Joey	Kate	So I ah, talked to Lauren, kinda told her how things were with us. Did you ah, did you talk to Marshall?	Nooo. And there’s really no reason he should find out, so ah let’s not make a big deal about it, okay?	Did you ah, did you talk to Marshall?	There’s really no reason he should find out, so ah let’s not make a big deal about it, okay?	2	2	2	2
161	4	12	1	Joey	Chandler	(to Chandler) The Irish gig guy?!	His legs flail about as if independent of his body!	The Irish gig guy?!	His legs flail about as if independent of his body!	1	1	1	1
162	5	10	2	Danny	Rachel	Do-do you, do you have brothers?	No, I have two sisters. But one of them has a very masculine energy.	Do-do you, do you have brothers?	I have two sisters. But one of them has a very masculine energy.	2	2	2	2
163	6	15-16	2	Rachel	Joey	(seeing the ring and gasping) Oh my God, they let you keep that stuff?!	Sure! As long as they don’t find out you can keep whatever you want! And I want you to have it.	Oh my God, they let you keep that stuff?!	As long as they don’t find out you can keep whatever you want!	3	3	3	3
164	9	20	1	Charlie	Ross	You don't think we should wait for him?	You know what, he's a big boy, I'm sure he'll find us, ok?	You don't think we should wait for him?	You know what, he's a big boy, I'm sure he'll find us, ok?	2	2	2	2
165	2	18	2	Dr. Remore	Dr. Horton	Well then, uh, I uhh, guess that's me. Anyone else need to go on the elevator? Dr. Horton, Dr. Wong?	No, no, they only said you.	Anyone else need to go on the elevator? Dr. Horton, Dr. Wong?	They only said you.	2	2	2	2
166	6	18	2	Monica	Phoebe	Does that smell bother you?	What the smell from Joey’s? No, I can hardly smell it over here.	Does that smell bother you?	What the smell from Joey’s? I can hardly smell it over here.	2	2	2	2
167	8	21	2	The Acting Teacher	Joey	All right, let’s start with some basics. Can anybody tell me what the difference between upstage and downstage is?	Yeah, this was a stupid idea. (Exits.)	Can anybody tell me what the difference between upstage and downstage is?	This was a stupid idea.	4	4	4	4
168	10	15	1	Phoebe	Joey	(picking up her bag) All right, so promise you're gonna wait for her to call you?	I promise. And that means, never having to give a reason. (Phoebe stops herself from laughing and leaves)	All right, so promise you're gonna wait for her to call you?	I promise.	1	1	1	1
169	6	17	1	Monica	Chandler	Do you remember that jacket that you love so much, that you thought was too expensive?	You have done enough!	Do you remember that jacket that you love so much, that you thought was too expensive?	You have done enough!	4	4	4	4
170	3	23	1	Chandler	Ross	Y'know what? You should go to my guy, because when I went in there with my third nipple. He just lopped it right off. Y'know? So I guess I'm lucky. I mean not as lucky as people who were born with two nipples.	At least they knew what yours was. Y'know, yours had a name.	Y'know what? You should go to my guy, because when I went in there with my third nipple. He just lopped it right off. Y'know?	At least they knew what yours was. Y'know, yours had a name.	4	4	4	4
171	5	12	2	Ross	Janice	Are you sure? Because I can stay out as late as you want. I told you how I'm on sabbatical from work, right?	Yes! Yes! You did!	I told you how I'm on sabbatical from work, right?	You did!	1	1	1	1
172	2	24	1	Richard	Monica	You really need the bassinet?	Well, I just think the baby would keep falling off the dog. Do you, uh, do you , do you not see kids in our future.	You really need the bassinet?	Well, I just think the baby would keep falling off the dog.	1	1	4	1
173	6	15-16	2	Joey	Rachel	Ohh-oh, wasn’t he cheating on you with her?	Yeah, but that just means that he was falling asleep on top of her instead of me.	Ohh-oh, wasn’t he cheating on you with her?	But that just means that he was falling asleep on top of her instead of me.	1	1	1	1
174	1	8	2	Mrs. Geller	Ross	Is everything all right, dear?	Yeah, just... just Nana stuff.	Is everything all right, dear?	Just... just Nana stuff.	4	2	4	4
175	9	13	3	Monica	Mike	I can�t believe I did this. I can�t believe I'm singing for the people, and they liked me! Hey, did you hear that one shouting �look at those tips�! I mean, did I really help you get a lot of tips?	Sure.	Hey, did you hear that one shouting ‘look at those tips’! I mean, did I really help you get a lot of tips?	Sure.	1	1	1	1
176	7	22	2	Policeman	Rachel	Can I see your license please?	Oh yes, absolutely! Y’know, it’s weird uh, but I had a dream last night where I was stopped by a policeman. And then he uh…well I probably shouldn’t tell you the rest.	Can I see your license please?	Oh absolutely!	1	1	1	1
177	4	18	3	Rachel	Joshua	All gone! So, farm birds, huh?	Yeah, it’s-it’s my only weird thing, I swear. And I-I-I would’ve told you about it, but I didn’t know they would be here.	So, you’re afraid of farm birds, huh?	It’s-it’s my only weird thing, I swear.	1	1	1	1
178	6	8	3	Kim	Rachel	Oh, really?	"(Faking crying.) Yeah, he dumped me. He said, ""Rachel, I can’t do this. Even though you are a very, very, very beautiful women. I can’t do this. I’m married and I’m sorry."" And then I don’t know why but he said, ""and you will never get promoted. Especially not above Kim, who is an integral cog in the Ralph Lauren machine."""	You and Ralph were an item but you’re not anymore?	He dumped me.	1	1	1	1
179	6	3	2	Ross	Phoebe	Oh please! (He sits down.) (To Phoebe) You’re gonna say things now, aren’t ya?	No. No, I won’t. But I should tell you this, this exact same thing happened to my roommate Denise. She moved in with a guy who was secretly married to her and he said he didn’t love her, but he really did, and it just blew up! And that’s how she ended up living with me! (Ross looks at her.) (Pause) Okay, that’s a lie.	You’re gonna say things now, aren’t ya?	I should tell you this, this exact same thing happened to my roommate Denise. She moved in with a guy who was secretly married to her and he said he didn’t love her, but he really did, and it just blew up! And that’s how she ended up living with me!	1	1	1	1
180	3	18	2	Frank	Ross	You don’t have it anymore?	No, I ah, I slept with someone else.	You don’t have it anymore?	I ah, I slept with someone else.	4	4	4	4
181	10	11	1	Joey	Gene	Oh, so we didn't win, but it's fun to play the game, right?	Hey! I got a kid starting college. I've to get surgery on my knee, you just lost me ten grand!	Oh, so we didn't win, but it's fun to play the game, right?	I got a kid starting college. I've to get surgery on my knee, you just lost me ten grand!	2	2	2	2
182	3	12	1	Chandler	Phoebe	You really think that is what he meant?	Oh, totally. Oh, God, oh, she seemed so happy too.	You really think that is what he meant?	Oh, totally. Oh, God, oh, she seemed so happy too.	1	1	1	1
183	3	14	3	Phoebe	Joey	Oh my God!! You threw Pepper on the fire!	I wish. See, I guess another thing I probably should’ve told you about Ginger is that she kinda has a ah, artificial leg.	Oh my God!! You threw Pepper on the fire?!	I wish. See, I guess another thing I probably should’ve told you about Ginger is that she kinda has a ah, artificial leg.	2	2	2	2
184	5	19	1	Rachel	Phoebe	Nooo! Nooooo! You lent me Monica's earrings?! I'm not allowed to borrow her stuff!	Why not?	You lent me Monica's earrings?! I'm not allowed to borrow her stuff!	Why not?	4	1	1	1
185	10	9	2	Ross	Joey	Well, looks like it's just the two of us tonight, huh old buddy?	Yeah, and you know what? We could do a lot worse.	Well, looks like it's just the two of us tonight, huh old buddy?	And you know what? We could do a lot worse.	1	1	1	1
186	5	19	2	Phoebe	Rachel	I know. But don't you think that it should be called Order and Law?	No because first they arrest the guy and then they try him.	Don't you think that it should be called Order and Law?	But first they arrest the guy and then they try him.	2	2	2	2
187	6	5	1	Rachel	Judge	(to the judge) Okay, do you see, do you see what you’re keeping me married too?!	You need to get out of my chambers.	Okay, do you see, do you see what you’re keeping me married too?!	You need to get out of my chambers.	5	5	5	5
188	5	5	2	Joey	Ross	You want my advice?	Yes! Please!	You want my advice?	Please!	1	4	1	1
189	8	4	1	Monica	Chandler	Do you still wanna call ‘em? I wanna call ‘em.	Let’s call ‘em.	Do you still wanna call ‘em?	Let’s call ‘em.	1	1	1	1
190	5	17	1	Phoebe	Monica	You tired Chandler?	You better believe he's tired, after the day we had! If you know what I mean. You know what I mean?	You tired Chandler?	You better believe he's tired, after the day we had!	1	1	1	1
191	7	12	2	Chandler	Monica	Do you wanna?	Okay! You get the vacuum cleaner and I’ll get the furniture polish	Do you wanna?	You get the vacuum cleaner and I’ll get the furniture polish!	1	1	1	1
192	2	9	1	Chandler	Rachel	Don't you have to be Claymation to say stuff like that?	Oh, by the way Mon, I don't think the mailman liked your cookies. Here are the ornaments your mom sent. [hands her a smashed box]	Don't you have to be Claymation to say stuff like that?	Oh, by the way Mon, I don't think the mailman liked your cookies. Here are the ornaments your mom sent.	5	5	5	5
193	4	22	1	Rachel	Phoebe	Well, isn’t that a good thing? You said you were sick of this.	I know. It’s just y’know usually when you’re, when you’re done with the pregnant thing, y’know, then you get to do the mom thing. I’m gonna be y’know, sitting around in my leather pants, drinking Tequila.	Well, isn’t that a good thing? You said you were sick of this.	I know. It’s just y’know usually when you’re, when you’re done with the pregnant thing, y’know, then you get to do the mom thing. I’m gonna be y’know, sitting around in my leather pants, drinking Tequila.	4	4	4	4
194	6	24	1	Chandler	Monica	Oh, yeah. (Starts to take it off and then realizes) Uh, no you can’t have my jacket! Because then I would be cold! If you thought that you were going to be cold, you should’ve brought your own jacket. But uh, other than that, are you okay? Are you okay?	(laughs) Are you sure you’re okay?	Uh, no you can’t have my jacket! Because then I would be cold! If you thought that you were going to be cold, you should’ve brought your own jacket. But uh, other than that, are you okay? Are you okay?	Are you sure you’re okay?	4	4	4	4
195	7	9	2	Ross	Monica	Phoebe really likes the bike huh?	Oh yeah! I saw her walkin’ it down the street the other day. She had uh, these flowers in the basket. It was so cute.	Phoebe really likes the bike huh?	I saw her walkin’ it down the street the other day. She had uh, these flowers in the basket. It was so cute.	1	1	1	1
196	10	12	1	Joey	Mike	Mike, do you take this woman to be your wife?	I do.	Mike, do you take this woman to be your wife?	I do.	1	1	1	1
197	6	18	1	Ross	Elizabeth	What do you want to do now? Huh? You wanna go get a drink?	Uhh, I can’t.	What do you want to do now? Huh? You wanna go get a drink?	Uhh, I can’t.	2	2	4	2
198	7	22	2	Policeman	Rachel	Can I see your license please?	(handing it to him) Yes. Here you go Officer uh, Handsome.	Can I see your license please?	Here you go Officer uh, Handsome.	1	1	1	1
199	3	19	2	Chandler	Ross	Ross! You gotta stop! Okay?! You can’t just stare through the peep hole for three hours! You’re gonna get peep eye!	I knew it! I knew it! I always knew she liked him! Y'know, she’d say no, but here we are! Right? We just broke up, first thing she does!	Ross! You gotta stop! Okay?!	I knew it! I knew it! I always knew she liked him! Y'know, but here we are! Right? We just broke up, first thing she does!	2	5	5	5
200	9	11	1	Phoebe	Joey	Joey, listen. I can't do this, it doesn't make any sense. Yesterday I was a nurse, and today I'm a waitress at a cafe?	Oh, sometimes we use the same extras for different parts. It's okay.	Joey, listen. I can't do this, it doesn't make any sense. Yesterday I was a nurse, and today I'm a waitress at a cafe?	Oh, sometimes we use the same extras for different parts. It's okay.	1	1	1	1
201	7	11	2	Monica	Ross	Limited seating?! (Screechingly) I am just one tiny person!	Well yeah, but she doesn’t know that. I mean, the last time she saw you-you would’ve turned one of those little wedding chairs into kindling.	Limited seating?! I am just one tiny person!	But she doesn’t know that. I mean, the last time she saw you-you would’ve turned one of those little wedding chairs into kindling.	1	1	1	1
202	9	3	1	Monica	Chandler	You got out of the whole Tulsa thing?	Okay, I have news. You don't have to move to Tulsa. You can stay here and keep your job.	You got out of the whole Tulsa thing?	You don't have to move to Tulsa. You can stay here and keep your job.	4	2	4	4
203	8	12	2	Rachel	Joey	Oh. Do you want to watch the rest of the movie with me?	Oh uh, okay. Yeah.	Oh. Do you want to watch the rest of the movie with me?	Oh uh, okay.	1	1	1	1
204	6	15-16	3	Monica	Chandler	Really?	Yeah! When you were talking about Roger, that was killing me! Look, things like last night they don’t just happen. Y’know? Or at least not to me. Or with the other two women, in the morning y’know I was just lying there and I couldn’t wait to just go hang out with my friends, but with you I always y’know with a friend.	Really? I should be with you?	When you were talking about Roger, that was killing me! Look, things like last night they don’t just happen. Y’know? Or at least not to me. Or with the other two women, in the morning y’know I was just lying there and I couldn’t wait to just go hang out with my friends, but with you I always y’know with a friend.	1	1	1	1
205	7	23	1	Monica	Ross	Are you okay?	Uh-huh.	Are you okay?	Uh-huh.	1	1	1	1
206	6	20	1	Ross	Joey	Look, don’t worry. Okay? You’re gonna be fine.	There’s just so much pressure. I mean no offense, but what you guys do is very different. I don’t know if you’d understand.	Look, don’t worry. Okay? You’re gonna be fine.	There’s just so much pressure. I mean no offense, but what you guys do is very different. I don’t know if you’d understand.	2	2	4	2
207	4	23	1	Ross	Emily	I can’t ask people to do that? Would you ask people to do that? (Holds out his pants)	Don’t you point your pants at me! (She throws them on the floor.) We have no choice! Anywhere that’s half-decent would’ve be booked months ago, Ross don’t you understand? This is our wedding I’m talking about.	Would you ask people to do that?	We have no choice! Anywhere that’s half-decent would’ve be booked months ago, Ross don’t you understand? This is our wedding I’m talking about.	1	1	1	1
208	3	25	1	Joey	Monica	(getting an idea) Hey, y'know what a really good rainy day game is?	What?!	Hey, y'know what a really good rainy day game is?	What?!	2	2	2	2
209	6	2	1	Rachel	Monica	Are you okay? You’re not blinking.	I’m fine! I just, I’m thinking how much it’s an end of era.	Are you okay? You’re not blinking.	I’m fine! I just, I’m thinking how much it’s an end of era.	1	1	1	1
210	5	1	1	Ross	Monica	Actually, do you guys mind staying here for a while?	Ugh, y’know, umm we gotta get up early and catch that plane for New York.	Actually, do you guys mind staying here for a while?	Ugh, y’know, umm we gotta get up early and catch that plane for New York.	1	1	1	1
211	3	7	1	Rachel	Ross	You had to do it, didn’t you? You couldn’t just leave it alone.	Four percent. Okay. I tip more than that when there’s a bug in my food.	You had to do it, didn’t you? You couldn’t just leave it alone.	Four percent. Okay. I tip more than that when there’s a bug in my food.	1	1	1	1
212	6	1	2	Rachel	Ross	Hey, so did everything go all right with the annulment?	Oh, yeah, no problems. It’s all taken care of.	Hey, so did everything go all right with the annulment?	No problems. It’s all taken care of.	1	1	1	1
213	8	5	1	Joey	Ross	Hey, can I ask you something? In this, in this picture of you and your wife, is your wife Rachel?	It used to be. Now she doesn’t really have a face. Smokin’ body though.	Hey, can I ask you something? In this, in this picture of you and your wife, is your wife Rachel?	It used to be. Now she doesn’t really have a face. Smokin’ body though.	2	2	3	2
214	10	6	1	Phoebe	Monica	Oh, it's so hard to get rid of stuff! Did you and Chandler have to make compromises when you first moved in together?	Uh, Chandler did! What does he want you to give up?	Did you and Chandler have to make compromises when you first moved in together?	Uh, Chandler did!	4	4	3	4
215	1	23	1	Ross	Phoebe	You wanna explain that?	I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one. And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most. And it's not even born yet. It's just, it's just the luckiest baby in the whole world. (pause) I'm sorry, you were fighting.	You wanna explain that?	I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one. And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most. And it's not even born yet. It's just, it's just the luckiest baby in the whole world. I'm sorry, you were fighting.	1	1	1	1
216	9	6	2	Rachel	Ross	What...? Too sensitive to take care of our baby?	(speaking with his mouth full) Yeah, I mean, all things that guy... (looks at the cookie) These are amazing!	What...? Too sensitive to take care of our baby?	I mean, all things that guy...	4	4	4	4
217	7	19	1	Cassie	Ross	It took you that long to figure it out, huh?	Well I’m, I’m a little slow. (To himself) Just as our children would be.	It took you that long to figure it out, huh?	Well I’m, I’m a little slow.	1	1	1	1
218	7	20	1	Melissa	Rachel	Oh shut up more! Now, are you friends with Ralph?	Oh please…	Now, are you friends with Ralph?	Oh please…	4	4	4	4
219	1	7	1	Phoebe	Rachel	(stops at a door) Oh no, the Mendels, they hate all living things, right?	Oh. (they knock at the next door, Mr. Heckles answers) Hi. We just found this cat and we're looking for the owner.	Oh no, the Mendels, they hate all living things, right?	Oh.	4	4	4	4
220	10	11	2	Chandler	Ross	Are you asking permission to break the pact?	Yes please.	Are you asking permission to break the pact?	Please.	1	4	4	4
221	4	13	3	Rachel	Joshua	Really?	Yeah, that would be fantastic! My-my nephew is crazy about the Knicks! This is fantastic, thank you so much Rachel. (He takes the tickets and leaves as Mr. Waltham returns.)	Really? That would be great?	That would be fantastic!	1	1	1	1
222	7	19	1	Joey	Monica	And-and-and-and-and the toothpicks?	Oh, just until the glue dries.	And-and-and-and-and the toothpicks?	Oh, just until the glue dries.	1	1	5	1
223	7	4	2	Monica	Chandler	Oh my God. He threw up?	No, he visited a little town south of throw up. (Monica laughs hysterically.) So what was Phoebe’s secret?	He threw up?	He visited a little town south of throw up.	2	2	4	2
224	9	3	1	Rachel	Ross	What? What, do you mean you're not feeling well? What do you have? Is it Rubella? Because don't go near Emma, she has not had that shot.	You know? Come to think of it, it does feel Rubella-like! (Walks back into his room.)	What? What, do you mean you're not feeling well? What do you have? Is it Rubella?	You know? Come to think of it, it does feel Rubella-like!	1	1	1	1
225	7	18	2	Morse	Ross	(walking up) That was a great lecture today. Did you get a little hair cut?	Uh-hmm, yeah-yeah do you like it? Do-do you looove it? I just want you to know that I’m changing your grade back.	That was a great lecture today. Did you get a little hair cut?	Uh-hmm, do you like it? Do-do you looove it?	1	1	1	1
226	7	15	1	Cecilia	Joey	I-I-I’m leaving the show?	(quickly) I don’t know. Why? Did you hear something?	I-I-I’m leaving the show?	I don’t know.	4	4	4	4
227	7	18	1	Monica	Chandler	Honey, as we get closer to the wedding, is there anything that you would like to talk about or share?	Okay. Well, I think the centerpieces are too big	Honey, as we get closer to the wedding, is there anything that you would like to talk about or share?	Okay. Well, I think the centerpieces are too big	1	1	1	1
228	9	17	1	Rachel	Joey	Are you gonna... you're going to take Hugsy away from a little child?	How do you think I got him in the first place?	Are you gonna... you're going to take Hugsy away from a little child?	How do you think I got him in the first place?	1	1	1	1
229	10	6	3	Ross	Benjamin	Are you serious?	If you say yes then I'm serious, if you say no then I'm joking!	Are you serious? You need me to break up with her?	If you say yes then I'm serious, if you say no then I'm joking!	3	3	3	3
230	1	20	3	Rachel	Chandler	You don't know?!	Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay? I mean,... how needy is that?	Really? You’re okay?	Y'know, ever since I ran out on Barry at the wedding, I have wondered whether I made the right choice. And now I know.	2	2	2	2
231	8	5	1	Ross	Joey	A ferry? My baby is going on a ferry? Do you have any idea how dangerous those are?!	Are we talking about one of those big boats that carry cars that go like five miles an hour?	A ferry? My baby is going on a ferry? Do you have any idea how dangerous those are?!	Are we talking about one of those big boats that carry cars that go like five miles an hour?	4	4	4	4
232	9	2	3	Ross	Gunther	Yep, can you believe it?	Nope!  I still can’t believe she slept with you in the first place.	Can you believe Rachel had my baby?	I still can’t believe she slept with you in the first place.	2	2	2	2
233	6	3	1	Joey	Ross	I am telling you Ross, she is definitely gonna fall in love with you again! Now, is that what you want?	Is that what I want?	I am telling you Ross, she is definitely gonna fall in love with you again! Now, is that what you want?	Is that what I want?	4	4	4	4
234	4	21	1	Ross	Rachel	Is this about Mark?	(shocked) Oh my God.	Is this about Mark?	Oh my God.	4	4	4	4
235	6	20	1	Chandler	Monica	(looks down at his clothes) Am I naked again?!	We’re supposed to meet my parents in 15 minutes.	Am I naked again?!	We’re supposed to meet my parents in 15 minutes.	5	4	5	5
236	3	21	1	Chandler	Joey	I don’t know. Should we try it?	Sure.	I don’t know. Should we try it?	Sure.	1	1	1	1
